"","from","to","length","directed"
"1","Y_58","Y_66",0.767706309386232,FALSE
"2","Y_55","Y_66",0.383210378068004,FALSE
"3","Y_8","Y_55",0.329915575640531,FALSE
"4","Y_1","Y_58",0.421933306769465,FALSE
"5","Y_3","Y_8",2.87855287396318,FALSE
"6","Y_1","Y_8",5.72176218234701,FALSE
"7","Y_12","Y_73",8.03730147146949,FALSE
"8","Y_1","Y_12",0.968968193940135,FALSE
"9","Y_55","Y_58",2.59242556855605,FALSE
"10","Y_12","Y_68",5.52295739274714,FALSE
"11","Y_54","Y_73",0.841384841739697,FALSE
"12","Y_32","Y_73",0.516916071758589,FALSE
