"","cell_id","from","to","percentage"
"1","c-1","2","1",0.274808615446091
"2","c-2","2","1",0.139638379216194
"3","c-3","2","1",0.725837826728821
"4","c-4","2","1",0
"5","c-5","1","1-7Wa",0.269961953163147
"6","c-6","1","1-7Wa",0.3248390853405
"7","c-7","1","1-7Wa",0.350176751613617
"8","c-8","1","1-7Wa",0.305219918489456
"9","c-9","1","1-7Wa",0.157775774598122
"10","c-10","1","1-7Wa",0.147042140364647
"11","c-11","1","1-7Wa",0.268881559371948
"12","c-12","1","1-7Wa",0.384001553058624
"13","c-13","1","1-7Wa",0.22817662358284
"14","c-14","1","1-7Wa",0.266992926597595
"15","c-15","1","1-7Wa",0.350097715854645
"16","c-16","1","1-7Wa",0.332465440034866
"17","c-17","1","1-7Wa",0.332557260990143
"18","c-18","1","1-7Wa",0.273719906806946
"19","c-19","1","1-7Wa",0.370347708463669
"20","c-20","1","1-7Wa",0.218244552612305
"21","c-21","1","1-7Wa",0.143610700964928
"22","c-22","1","1-7Wa",0.297189503908157
"23","c-23","1","1-7Wa",0.0313783772289753
"24","c-24","1","1-7Wa",0.259496301412582
"25","c-25","1","1-7Wa",0.123504787683487
"26","c-26","1","1-7Wa",0.293943852186203
"27","c-27","1","1-7Wa",0
"28","c-28","1","1-7Wa",0.214231461286545
"29","c-29","1","1-7Wa",0.206070512533188
"30","c-30","1","1-7Wa",0.292354106903076
"31","c-31","1","1-7Wa",0.343630105257034
"32","c-32","1","1-7Wa",0.282177269458771
"33","c-33","1","1-7Wa",0.312403112649918
"34","c-34","1","1-7Wa",0.0963627770543098
"35","c-35","1","1-7Wa",0.275259643793106
"36","c-36","1","1-7Wa",0.335883140563965
"37","c-37","1","1-7Wa",0.336588233709335
"38","c-38","1","1-7Wa",0.304684162139893
"39","c-39","1","1-7Wa",0.319541096687317
"40","c-40","1","1-7Wa",0.348325997591019
"41","c-41","1","1-7Wa",0.319079399108887
"42","c-42","1","1-7Wa",0.364915996789932
"43","c-43","1","1-7Wa",0.379540145397186
"44","c-44","1","1-10Wa",0.433132946491241
"45","c-45","1","1-10Wa",0.496113777160645
"46","c-46","1","1-10Wa",0.535248517990112
"47","c-47","1","1-10Wa",0.416972190141678
"48","c-48","1","1-10Wa",0.285418629646301
"49","c-49","1","1-10Wa",0.527311503887177
"50","c-50","1","1-10Wa",0.414964258670807
"51","c-51","1","1-10Wa",0.373829185962677
"52","c-52","1","1-10Wa",0.518806278705597
"53","c-53","1","1-10Wa",0.472230970859528
"54","c-54","1","1-10Wa",0.479072958230972
"55","c-55","1","1-10Wa",0.484191566705704
"56","c-56","1","1-10Wa",0.508772969245911
"57","c-57","1","1-10Wa",0.36474221944809
"58","c-58","1","1-10Wa",0.423342883586884
"59","c-59","1","1-10Wa",0.297741413116455
"60","c-60","1","1-10Wa",0.377039343118668
"61","c-61","1","1-10Wa",0.479135394096375
"62","c-62","1","1-10Wa",0.253825604915619
"63","c-63","1","1-10Wa",0.458381235599518
"64","c-64","1","1-11Wa",0.845384299755096
"65","c-65","1","1-11Wa",0.510214149951935
"66","c-66","1","1-11Wa",0.253390252590179
"67","c-67","1","1-11Wa",0.831276476383209
"68","c-68","1","1-11Wa",1
"69","c-69","1","1-11Wa",0.24001981317997
"70","c-70","1","1-11Wa",0.639862418174744
"71","c-71","1","1-11Wa",0.858263194561005
"72","c-72","1","1-11Wa",0.801666438579559
"73","c-73","1","1-11Wa",0.458732128143311
"74","c-74","1","1-11Wa",0.500472843647003
"75","c-75","1","1-11Wa",0.504006922245026
"76","c-76","1","1-11Wa",0.440611243247986
"77","c-77","1","1-11Wa",0.713541209697723
"78","c-78","1","1-11Wa",0.406220436096191
"79","c-79","1","1-11Wa",0
"80","c-80","1","1-11Wa",0.176277846097946
"81","c-81","1","1-11Wa",0.267408907413483
"82","c-82","1","1-11Wa",0.0598042383790016
"83","c-83","1","1-11Wa",0.173389494419098
"84","c-84","1","1-11Wa",0.44953316450119
"85","c-85","1","1-11Wa",0.112264707684517
"86","c-86","1","1-11Wa",0.423135071992874
"87","c-87","1","1-11Wa",0.559461176395416
"88","c-88","1","1-11Wa",0.549227595329285
"89","c-89","1","1-11Wa",0.644771218299866
"90","c-90","1","1-M19Wa",0.624755024909973
"91","c-91","1","1-M19Wa",0.558221101760864
"92","c-92","1","1-M19Wa",0.167630687355995
"93","c-93","1","1-M19Wa",0.435360342264175
"94","c-94","1","1-M19Wa",0.666932642459869
"95","c-95","1","1-M19Wa",0.85511040687561
"96","c-96","1","1-M19Wa",0.279688149690628
"97","c-97","1","1-M19Wa",0.889146149158478
"98","c-98","1","1-M19Wa",0.416526913642883
"99","c-99","1","1-M19Wa",0.0209236871451139
"100","c-100","1","1-M19Wa",1
"101","c-101","1","1-M19Wa",0.455597162246704
"102","c-102","1","1-M19Wa",0.0431313589215279
"103","c-103","1","1-M19Wa",0.869401335716248
"104","c-104","1","1-M19Wa",0.476609259843826
"105","c-105","1","1-M19Wa",0.706630051136017
"106","c-106","1","1-M19Wa",0.514029264450073
"107","c-107","1","1-M19Wa",0.556825995445251
"108","c-108","1","1-M19Wa",0.569160759449005
"109","c-109","1","1-M19Wa",0.482555150985718
"110","c-110","1","1-M19Wa",0.941962897777557
"111","c-111","1","1-M19Wa",0.375485152006149
"112","c-112","1","1-M19Wa",0.228718116879463
"113","c-113","1","1-M19Wa",0.882247865200043
"114","c-114","1","1-M19Wa",0.380137711763382
"115","c-115","1","1-M19Wa",0.0498898662626743
"116","c-116","1","1-M19Wa",0.404331922531128
"117","c-117","1","1-M19Wa",0.68065881729126
"118","c-118","1","1-M19Wa",0.696501970291138
"119","c-119","1","1-M19Wa",0.729279041290283
"120","c-120","1","1-M19Wa",0
"121","c-121","1","1-M19Wa",0.318059861660004
"122","c-122","1","1-M19Wa",0.748454093933105
"123","c-123","1","1-M19Wa",0.874180316925049
"124","c-124","1","1-M19Wa",0.575109004974365
"125","c-125","1","1-M19Wa",0.557087182998657
"126","c-126","1","1-M19Wa",0.848918676376343
"127","c-127","1","1-M19Wa",0.503650307655334
"128","c-128","1","1-M19Wa",0.593783974647522
"129","c-129","1","1-M19Wa",0.392885833978653
"130","c-130","1","1-M19Wa",0.963097393512726
"131","c-131","1","1-M19Wa",0.883925795555115
"132","c-132","1","1-M19Wa",0.207210659980774
"133","c-133","1","1-M19Wa",0.527552247047424
"134","c-134","1","1-M19Wa",0.60779470205307
"135","c-135","1","1-M19Wa",0.634930491447449
"136","c-136","1","1-M19Wa",0.0784954354166985
"137","c-137","2","1",0.343122333288193
"138","c-138","2","1",0.321264922618866
"139","c-139","2","1",0.200928449630737
"140","c-140","2","1",0.213270157575607
"141","c-141","2","1",0.597027599811554
"142","c-142","2","1",0.306150078773499
"143","c-143","2","1",0.82183301448822
"144","c-144","2","1",0.566373586654663
"145","c-145","2","1",0.772175908088684
"146","c-146","2","1",0.270549148321152
"147","c-147","2","1",0.517047643661499
"148","c-148","2","1",0.349293738603592
"149","c-149","1","1-8Wa",0.385844886302948
"150","c-150","1","1-8Wa",0.646234035491943
"151","c-151","1","1-8Wa",0.524452328681946
"152","c-152","1","1-8Wa",0.820947527885437
"153","c-153","1","1-8Wa",0.562636911869049
"154","c-154","1","1-8Wa",0.188448682427406
"155","c-155","1","1-8Wa",0.24643811583519
"156","c-156","1","1-8Wa",0.614002406597137
"157","c-157","1","1-8Wa",0.604276359081268
"158","c-158","1","1-8Wa",0.684677362442017
"159","c-159","1","1-8Wa",0.445018321275711
"160","c-160","1","1-8Wa",0.34735170006752
"161","c-161","1","1-8Wa",0.163493096828461
"162","c-162","1","1-8Wa",0.0113832354545593
